Word,Meaning
exogenous,"adj.外源的,外界产生的"
exonerate,"v.免除责任,宣布无罪"
exorbitant,"adj.过度的,过高的"
expedite,"v.加快,加速"
experimental,"adj.实验的"
explicate,"v.详细解释"
expurgate,"v.删除"
exquisite,"adj.精美的,精致的"
extant,"adj.现存的,仍然存在的"
extemporize,"v.即兴表演,即席发言"
extenuate,"v.减轻(罪行,过错)"
exterminate,"v.消灭,灭绝"
extinct,"adj.灭绝的"
extinguish,"v.熄灭,扑灭,毁灭,消灭"
extirpate,"v.根除,灭绝"
extol,"v.赞美,赞颂"
extraordinary,"adj.非凡的"
extrapolate,"v.推断"
extraterrestrial,"adj.地球外的"
exuberant,"adj.繁茂的,茂盛的,过度的,热情洋溢的,精力充沛的"
eye-catching,"adj.显著的,引人注目的"
fabricate,"v.伪造,捏造,生产,制造"
facet,"n.方面"
facetious,"adj.爱开玩笑的"
facilitate,"v.促进"
fallacious,"adj.谬误的"
falsify,"v.篡改,伪造"
famine,"n.饥荒"
fanciful,"adj.花哨的,不切实际的"
far-fetched,"adj.牵强附会的"
fastidious,"adj.挑剔的,一丝不苟的"
fatal,"adj.致命的,后果严重的"
fathom,"v.理解,弄清真相"
fatigue,"n.疲劳,劳累"
fatuous,"adj.愚蠢的"
fauna,"n.(某地区或某时期的)动物群"
fawn,"v.奉承"
fealty,"n.忠诚"
feasible,"adj.可行的"
feat,"n.功绩"
fecund,"adj.多产的,肥沃的,有创造力的"
feeble,"adj.虚弱的"
feedback,"n.反馈"
felicitous,"adj.恰当的,妥帖的,令人愉快的,幸福的"
feminism,"n.女权主义"
fern,"n.蕨类植物"
fertile,"adj.肥沃的,多产的"
fervent,"adj.热烈的"
fester,"v.化脓,溃烂,恶化"
fetid,"adj.恶臭的"
fictitious,"adj.虚假的"
fidelity,"n.忠诚,准确性"
fiery,"adj.热烈的,激情的,暴躁的"
figurative,"adj.比喻的"
finesse,"n.灵巧,策略"
finicky,"adj.过分讲究的"
fiscal,"adj.财政的"
fission,"n.裂变"
fissure,"n.缝隙"
flabbergast,"v.使大吃一惊"
flabby,"adj.松弛的,软弱的"
flattery,"n.谄媚"
flaunt,"v.炫耀"
fleeting,"adj.短暂的"
flighty,"adj.轻浮的,反复无常的"
flimsy,"adj.轻而薄的,脆弱的,站不住脚的"
flinch,"v.畏缩"
flip,"v.掷,弹,翻滚 adj.轻率的,无礼的"
flippant,"adj.轻率无礼的"
flipper,"n.鳍足"
flit,"v.掠过,轻快地飞"
flora,"n.植物群落"
florid,"adj.花哨的,过分装饰的"
flout,"v.鄙视,藐视"
fluctuate,"v.波动,摇摆不定"
flummery,"n.废话,假恭维"
flummox,"v.使困惑,使慌乱"
fluster,"v.使慌张,混乱"
foible,"n.小缺点"
foment,"v.煽动,挑起,激起"
forage,"n.草料 v.觅食"
forebear,"n.祖先"
forebode,"v.预示"
forerunner,"n.先驱"
foreshadow,"v.预示"
foresight,"n.远见"
formidable,"adj.可怕的,令人敬畏的,难对付的"
forswear,"v.发誓放弃"
forthcoming,"adj.即将到来的"
forthwith,"adv.立即地"
fortify,"v.筑防,巩固,加强"
forum,"n.论坛,讨论会"
fragile,"adj.脆弱的,易碎的"
fragmentary,"adj.碎片的,不完整的"
frail,"adj.脆弱的"
franchise,"n.选举权,特许经营权,特许经营机构 v.授予特许经销权"
frantic,"adj.狂躁的"
fraudulent,"adj.欺诈的"
free-for-all,"n.混战"
frenzy,"n.疯狂"
frigid,"adj.寒冷的,冷淡的"
frown,"v.皱眉"
frugal,"adj.节俭的"
fruitless,"adj.无成效的"
fuel,"v.提供燃料,支持,推动"
fulsome,"adj.过分恭维的"
fundamental,"adj.基本的,根本的"
fungible,"adj.可取代的"
furious,"adj.狂怒的,激烈的"
furnish,"v.提供"
furtive,"adj.鬼鬼祟祟的,偷偷摸摸的"
fury,"n.狂怒"
fusty,"adj.发霉的"
futile,"adj.无用的"
gaiety,"n.快乐"
gainsay,"v.否认"
gall,"n.厚颜无耻 v.激怒"
gambit,"n.策略 n.开场白"
gamete,"n.配子"
gargantuan,"adj.巨大的"
garment,"n.衣服,服装"
garner,"v.获得"
garrison,"n.要塞,营房"
garrulous,"adj.喋喋不休的"
genesis,"n.起源"
genetic,"adj.遗传的,起源的"
genuine,"adj.真诚的,真实的"
germane,"adj.有密切关系的"
germinate,"v.发芽,生长"
geyser,"n.间歇热泉"
giddy,"adj.眩晕的,轻浮的"
gigantic,"adj.巨大的"
gingerbread,"adj.过分装饰的,华而不实的"
girth,"n.(人或动物身体的)围长"
glamorous,"adj.有魅力的"
gland,"n.腺体"
gleam,"v.闪光"
glean,"v.收集"
glib,"adj.油腔滑调的"
gloat,"v.得意洋洋,幸灾乐祸"
gloomy,"adj.沮丧的,悲伤的"
glut,"v.供过于求"
glutton,"n.贪吃的人"
goad,"v.刺激,激励"
gossamer,"adj.轻飘飘的"
gouge,"v.欺诈,诈取"
gourmet,"n.美食家"
gradient,"n.斜坡,倾斜度,逐渐变化"
grandeur,"n.宏伟,壮观"
grandiloquent,"adj.言辞浮夸的,夸张的"
grandstand,"n.大看台 v.哗众取宠,卖弄"
gratify,"v.使满足,使高兴"
gravitate,"v.受吸引"
gregarious,"adj.群居的,爱社交的"
grimy,"adj.污垢的,肮脏的"
grotesque,"adj.怪诞的,荒谬的,丑陋的"
groundless,"adj.无根据的"
growl,"n.咆哮声 v.咆哮"
grudge,"n.怨恨,不满"
grumble,"v.抱怨,隆隆作响"
guild,"n.协会,同业公会"
guile,"n.奸诈,欺诈"
guppy,"n.古比鱼,孔雀鱼"
hackneyed,"adj.陈腐的"
hail,"v.称赞 来自 n.冰雹"
halcyon,"adj.平静的,幸福的"
half-formulated,"adj.新兴的,半成的"
halfhearted,"adj.不热心的,不认真的"
hallmark,"n.特点,标志"
hallow,"v.把...奉为神圣,崇拜"
hallucination,"n.幻觉,幻象"
hamster,"n.仓鼠"
hamstring,"v.使无能为力"
handedness,"n.用手习惯,旋向性"
handicap,"v.妨碍 n.不利条件,残疾"
harangue,"n.训斥,高谈阔论,长篇大论 v.抨击"
harass,"v.烦扰"
harbinger,"n.预言者,先驱,预兆"
hard-boiled,"adj.不动感情的"
hard-nosed,"adj.顽固的,精明务实的"
hard-pressed,"adj.窘迫的,处于困境的"
hardy,"adj.勇敢的,顽强的"
harmonious,"adj.和谐的,融洽的"
harness,"v.利用"
harrow,"v.使苦恼"
hasten,"v.加快,加速"
hasty,"adj.仓促的,匆忙草率的"
hatred,"n.憎恨,敌意"
haughty,"adj.傲慢的,自大的"
hauteur,"n.傲慢,自大"
haven,"n.避风港,安全场所"
havoc,"n.大破坏,大混乱"
hazardous,"adj.有危害的,有危险的"
headlong,"adv.轻率地 adj.草率的"
hearten,"v.使振作,鼓舞"
heartfelt,"adj.衷心的,诚挚的"
heartless,"adj.残忍的,无情的"
hectic,"adj.忙碌的"
heinous,"adj.十恶不赦的"
helix,"n.螺旋形"
herbivorous,"adj.食草的"
Herculean,"adj.巨大的,艰巨的"
herd,"n.牲畜群,兽群"
heredity,"n.遗传"
heretical,"adj.异端的"
heretofore,"adv.迄今为止"
hermetic,"adj.深奥的,难懂的,封闭的,不透气的"
heroic,"adj.英勇的"
heterocyst,"n.异型细胞"
heterodox,"adj.异端的,非正统的"
heterogeneous,"adj.各种各样的,不同的,混杂的"
hew,"v.遵守"
heyday,"n.全盛期"
hibernation,"n.冬眠"
hidebound,"adj.迂腐守旧的,死板的"
hierarchy,"n.等级制度"
high-minded,"adj.高尚的"
highlight,"v.突出,强调"
hilarious,"adj.非常滑稽的,搞笑的,有趣的"
hinder,"v.阻碍"
hitch,"n.故障"
hitherto,"adv.迄今为止"
hive,"n.蜂房,蜂箱"
hoard,"v.贮藏"
hoax,"v.哄骗 n.骗局"
hobble,"v.阻碍,蹒跚"
hodgepodge,"n.大杂烩,混杂物"
homogeneous,"adj.同质的,同类的"
hone,"v.磨砺,提升,锤炼"
honorific,"adj.尊敬的"
hoodwink,"v.欺骗"
hospitable,"adj.适宜的,热情好客的,友好的"
hostile,"adj.有敌意的"
humanitarian,"adj.人道主义的,博爱的"
humble,"adj.谦逊的"
humdrum,"adj.单调乏味的"
humiliate,"v.羞辱,使丢脸"
humility,"n.谦逊,谦虚"
husband,"v.节约使用,节省"
hybrid,"adj.混合的,杂种的"
hydraulic,"adj.液压的,水力的"
hydrocarbon,"n.碳氢化合物"
hydrogeology,"n.水文地质学"
hydrothermal,"adj.水热的,热水作用的"
hyperbole,"n.夸张"
hypocrisy,"n.虚伪,伪善"
hypothesis,"n.假设,假说"
hysteria,"n.情绪失控,歇斯底里"
icon,"n.偶像,象征"
identical,"adj.相同的"
idiomatic,"adj.惯用的,地道的"
idiosyncrasy,"n.(个人的)癖好,(事物的)特点,特征"
idle,"adj.(机器等)闲置的,(人)懒惰的,无所事事的"
ignite,"v.点燃,激发"
ignominy,"n.耻辱,侮辱"
ill-advised,"adj.不明智的,欠思考的"
illegitimate,"adj.违法的"
illicit,"adj.非法的"
illuminate,"v.阐明,照亮"
illusory,"adj.虚幻的,虚假的"
illustrious,"adj.杰出的,著名的"
imagery,"n.意象"
imbue,"v.使渗透,使充满"
imitate,"v.模仿"
immaterial,"adj.不重要的,无关紧要的"
immense,"adj.巨大的"
immerse,"v.沉浸"
immortal,"adj.不朽的"
impair,"v.损害,削弱,妨碍"
impart,"v.传授,给予"
impartial,"adj.公正的"
impasse,"n.僵局"
impassioned,"adj.热情的,热烈的"
impassive,"adj.冷漠的,面无表情的"
impeachable,"adj.可控告的,可弹劾的"
impeccable,"adj.无瑕疵的,无缺陷的"
impecunious,"adj.贫穷的"
impede,"v.妨碍,阻止"
impending,"adj.即将发生的,迫近的"
imperceptible,"adj.无法察觉的,极其细微的"
imperial,"adj.帝王的,至高无上的,令人惊叹的"
imperil,"v.危及"
impermanent,"adj.短暂的,暂时的,非永久的"
impertinent,"adj.无礼的,粗鲁的,无关紧要的"
imperturbable,"adj.沉着的,冷静的"
impervious,"adj.不能渗透的,不受影响的,无动于衷的"
impetuous,"adj.急躁冲动的,鲁莽的"
impinge,"v.冲击,影响"
implacable,"adj.无法平息的,不能安抚的"
implement,"v.实施"
implicate,"v.使卷入"
implicit,"adj.含蓄的,暗示的"
importune,"v.强求,纠缠"
impose,"v.强加"
impostor,"n.骗子"
impotent,"adj.无能的,无力的"
impregnable,"adj.坚不可摧的"
impressionable,"adj.易受影响的,无主见的"
impressive,"adj.印象深刻的,使人钦佩的,了不起的"
impudent,"adj.放肆无礼的"
impugn,"v.指责,质疑"
impulsive,"adj.冲动的,任性的"
impunity,"n.免受惩罚"
impute,"v.归罪于,归咎于"
inadvertent,"adj.非故意的,疏忽的,偶然的"
inalienable,"adj.不可分割的,不可剥夺的"
inattention,"n.不注意"
inaugurate,"v.使正式就任,开创,开始"
incantation,"n.咒语"
incendiary,"adj.煽动的"
incentive,"n.激励"
inception,"n.开始"
incessant,"adj.持续不断的"
inchoate,"adj.刚开始的,刚起步的,未充分发展的"
incipient,"adj.刚开始的,初期的"
incisive,"adj.深刻的,敏锐的"
incite,"v.激起,鼓动"
inclusive,"adj.包含的"
incommensurable,"adj.不可比较的,无共同点的"
incontrovertible,"adj.不可辩驳的,不容置疑的,无可否认的"
incorporate,"v.合并,吸收,包含"
incriminate,"v.归罪,连累"
incubate,"v.孵化,培养,促进"
inculpate,"v.归罪,控告"
incumbent,"adj.在职的,负有责任的"
incur,"v.引起,招致"
indebted,"adj.蒙恩的,感激的,欠债的"
indefatigable,"adj.不知疲倦的"
indelible,"adj.擦不掉的,难以清除的,难忘的"
indict,"v.控告,起诉"
indifferent,"adj.冷漠的"
indigenous,"adj.当地的,本土的"
indigent,"adj.贫穷的"
indubitable,"adj.毋庸置疑的,确实的"
indulgence,"n.放纵"
industrious,"adj.勤奋的"
ineffable,"adj.难以形容的,不可言喻的"
inept,"adj.无能的,笨拙的"
inert,"adj.惰性的,无活力的"
inevitable,"adj.不可避免的,必然的"
inexplicable,"adj.无法解释的,令人费解的"
infamous,"adj.臭名昭著的"
infectious,"adj.传染的,富有感染力的"
inferable,"adj.能推论出的"
infinitesimal,"adj.极微小的"
inflammatory,"adj.煽动的"
influx,"n.涌入,涌进"
informative,"adj.增长见闻的,有益的,提供有用信息的"
infringement,"n.违反,侵犯"
infuriate,"v.使大怒"
ingenious,"adj.新颖独特的,聪慧的,巧妙的"
ingratiate,"v.讨好"
inhabitant,"n.居民,栖息动物"
inherent,"adj.内在的"
inhibit,"v.阻止,抑制"
inimical,"adj.有敌意的,有害的,抵触的"
iniquitous,"adj.公正的"
innate,"adj.先天的,固有的"
inoculate,"v.灌输,预防接种"
inscrutable,"adj.神秘莫测的,难以理解的"
insidious,"adj.暗中为害的,潜在的"
insightful,"adj.有深刻见解的,富有洞察力的"
insinuate,"v.暗示"
insipid,"adj.枯燥无味的"
insolent,"adj.无礼的,傲慢的"
insolvent,"adj.无偿债能力的,破产的"
insouciance,"n.漫不经心,漠不关心"
instantaneous,"adj.即刻的,瞬间的"
instigate,"v.煽动,促成"
instill,"v.灌输"
instinct,"n.本能,天性"
institute,"v.建立,制定,开始"
instrumental,"adj.起作用的,有帮助的,有益处的"
insubordinate,"adj.不服从的,反抗的"
insular,"adj.孤立的,思想狭隘的,岛屿的"
insulin,"n.胰岛素"
insurrection,"n.叛乱,造反"
intact,"adj.完整无缺的,未受损伤的"
intangible,"adj.无形的,难以捉摸的,难以感知的"
intelligible,"adj.可理解的"
intensify,"v.加强,加剧"
interchangeable,"adj.可交换的"
interdisciplinary,"adj.跨学科的"
interminable,"adj.无休止的,冗长的"
intermingle,"v.混合"
intermittent,"adj.间歇的,断断续续的"
interpose,"v.介入,干涉"
interpretation,"n.解释"
intersect,"v.相交"
interstellar,"adj.星际的"
intertwine,"v.缠绕"
intimidate,"v.恐吓"
intoxicate,"v.使喝醉,使陶醉"
intractable,"adj.倔强的,棘手的,难处理的"
intransigent,"adj.固执的,不妥协的"
intrepid,"adj.勇敢的,无畏的"
intricate,"adj.复杂的"
intriguing,"adj.吸引人的,有趣的"
intrinsic,"adj.固有的,本质的"
introspection,"n.反省"
intrude,"v.侵入,打扰"
intuitive,"adj.凭直觉的"
inure,"v.使习惯,使适应(令人不悦的事物)"
invalidate,"v.使无效,驳倒"
invaluable,"adj.非常宝贵的"
invasive,"adj.入侵的,侵袭的"
invective,"n.谩骂"
inverse,"adj.颠倒的,相反的"
invertebrate,"adj.无脊椎的 n.无脊椎动物"
inveterate,"adj.根深蒂固的,积习难改的"
invidious,"adj.令人反感的,招人嫉妒的"
inviting,"adj.诱人的,吸引人的"
involuntary,"adj.无意识的,不由自主的"
ion,"n.离子"
ionize,"v.离子化,电离"
irascible,"adj.易怒的,性情暴躁的"
irenic,"adj.和平主义的,调解安抚的"
iridescent,"adj.色彩斑斓的"
irk,"v.使恼怒,使厌烦"
irony,"n.讽刺,反话"
irrefutable,"adj.不可辩驳的,不容否认的"
irresolution,"n.犹豫不决,优柔寡断"
irrigate,"v.灌溉"
isolationism,"n.孤立主义"
isometric,"adj.等量的"
itemize,"v.列出清单"
itinerant,"adj.巡回的,流动的"
jargon,"n.行话,术语"
jejune,"adj.枯燥乏味的"
jeopardize,"v.损害,危及"
jibe,"n.讥讽,讽刺 v.和...一致,相符"
jockey,"v.不择手段谋取,用各种手腕获得"
jubilant,"adj.欢欣鼓舞的"
judicial,"adj.司法的,审判的"
Jupiter,"n.木星"
justify,"v.证明...正当"
juvenile,"adj.青少年的,幼稚的"
juxtaposition,"n.并列,并置"
kelp,"n.巨藻"
kindle,"v.点燃,激发"
kindred,"n.亲属,家人 adj.同类的,相似的"
kinetic,"adj.运动的"
kinfolk,"n.亲属"
kinship,"n.亲属关系"
knotty,"adj.棘手的,难以解决的"
laborious,"adj.勤劳的,费劲的,辛苦的"
labyrinthine,"adj.错综复杂的,令人费解的"
lackluster,"adj.无光泽的,平凡的"
laconic,"adj.言简意赅的,寡言的"
lactic,"adj.乳的,乳汁的"
lag,"v.落后"
laity,"n.俗人,门外汉"
lambaste,"v.严厉斥责"
lament,"v.感到悲痛,哀叹"
lampoon,"n.讥讽,嘲讽 v.讥讽,嘲讽"
languid,"adj.软弱无力的,无精打采的,倦怠的"
languish,"v.衰弱,衰败,受折磨,被迫滞留"
lapse,"n.间隔时间,延时,小错误,走神"
lassitude,"n.疲倦,困乏,无力"
last-ditch,"adj.孤注一掷的,最后一搏的"
latent,"adj.潜在的"
laudatory,"adj.赞美的"
laureate,"n.获奖者,荣誉获得者"
layperson,"n.门外汉,外行"
leach,"v.过滤"
leak,"v.泄露"
legacy,"n.遗赠,遗产"
legitimize,"v.使合法,使合理"
legume,"n.豆科植物"
lengthy,"adj.冗长的"
leopard,"n.豹"
lethal,"adj.致命的,危害极大的"
lethargy,"n.无精打采,倦怠,慵懒"
levity,"n.轻浮,轻率"
liberate,"v.使解放,使解脱"
libertine,"n.放荡不羁的人 adj.放荡不羁的"
licentious,"adj.不道德的,放荡的"
liken,"v.把...比作"
limp,"v.跛行,艰难前行"
limpid,"adj.清澈的,清晰的"
linger,"v.逗留,徘徊"
loath,"adj.不愿意的,勉强的"
loathe,"v.厌恶,憎恨"
lobe,"n.(身体器官的)叶"
lofty,"adj.崇高的,高尚的,高傲的,傲慢的,巍峨的,高耸的"
long-winded,"adj.冗长的,啰嗦的"
loom,"v.隐约可见,迫近,逼近,即将爆发"
lopsided,"adj.倾向一方的,不均衡的"
lowly,"adj.低下的,卑微的"
lucid,"adj.清晰易懂的"
lucrative,"adj.赚钱的,获利的"
lugubrious,"adj.悲伤的"
lukewarm,"adj.微温的,缺乏兴趣的,冷漠的"
luminous,"adj.发光的,发亮的"
lunar,"adj.月亮的"
lunatic,"adj.精神错乱的,疯狂愚蠢的"
lurch,"v.突然倾斜 n.突然倾斜"
lure,"v.诱惑"
lurid,"adj.骇人听闻的,触目惊心的"
lurk,"v.潜藏,潜伏"
lust,"n.欲望 v.贪求,极想得到"
luster,"n.光泽"
luxuriant,"adj.繁茂的,奢华的"
lyric,"adj.抒情诗的"
madcap,"adj.鲁莽的,愚蠢的"
maelstrom,"n.旋涡,混乱"
magisterial,"adj.权威的"
magnanimous,"ad宽宏的,大度的"
magnetosphere,"n.磁层"
magnificent,"adj.壮观的,宏伟的"
magnify,"v.扩大,加剧"
magpie,"n.喜鹊"
maize,"n.玉米"
majestic,"adj.庄严的,雄伟的"
malady,"n.疾病,弊端"
malevolent,"adj.恶毒的"
malfeasance,"n.渎职,违法行为"
malicious,"adj.恶意的,怀恨的"
malodorous,"adj.难闻的"
managerial,"adj.管理的"
mane,"n.鬃毛"
mania,"n.狂热"
manuscript,"n.手稿,手抄本"
mar,"v.损害,破坏"
marble,"n.大理石"
martinet,"n.严格遵守纪律的人"
masculine,"adj.男性的,有男子气概的"
mask,"v.掩盖"
maudlin,"adj.伤感的,多愁善感的"
mawkish,"adj.多愁善感的"
maze,"n.错综复杂,迷宫"
meander,"v.蜿蜒而行"
measured,"adj.谨慎小心的"
mechanic,"n.机械修理工,技工,力学,机械学"
meditate,"v.仔细思考,沉思"
meek,"adj.温顺的,顺从的"
melancholy,"n.忧郁"
meld,"v.融合"
mellifluous,"adj.流畅的,悦耳动听的"
melodious,"adj.悦耳的,优美的"
melodramatic,"adj.夸张的"
menial,"adj.卑微的"
mercenary,"adj.唯利是图的"
merchandise,"n.商品 v.推销,推广"
meretricious,"adj.华而不实的,虚有其表的"
merge,"v.合并,融合"
merit,"n.优点,长处,价值"
mesmerize,"v.使着迷,吸引"
mesoscale,"adj.中尺度的,中等规模的"
metabolic,"adj.新陈代谢的"
metallic,"adj.金属的"
metalloid,"n.类金属,准金属"
mete,"v.给予"
meteoric,"adj.迅速而短暂的"
meteorite,"n.陨石"
methanogen,"n.产烷生物"
methanol,"n.甲醇"
methodology,"n.方法论"
meticulous,"adj.一丝不苟的,小心谨慎的"
metropolitan,"adj.大城市的"
mettle,"n.勇气,魅力"
mighty,"adj.强有力的,巨大的"
milieu,"n.社会环境,社会背景"
millennium,"n.一千年"
millimeter,"n.毫米"
mimetic,"adj.模仿的"
mimic,"v.模仿"
minimal,"adj.最少的,极小的"
minuscule,"adj.非常小的"
minute,"ad极小的,微小的"
mirror,"v.反映"
mirth,"n.欢乐,欢笑"
misanthrope,"n.厌恶人类者"
misconstrue,"v.误解,曲解"
miscreant,"adj.邪恶的,恶毒的 n.不法之徒"
miserly,"adj.吝啬的,小气的"
misfeasance,"n.渎职,不法"
misnomer,"n.误称"
missionary,"n.传教士"
mite,"n.螨虫,极少量"
mixed,"adj.混合的,交错复杂的"
mob,"n.暴民,暴徒 v.围攻"
mockery,"n.嘲笑,讥讽"
mold,"v.塑造"
molder,"v.腐烂"
mole,"n.鼹鼠,痣"
molecular,"adj.分子的"
mollify,"v.平息,安抚,缓解"
momentary,"adj.短暂的,片刻的"
momentous,"adj.重大的"
momentum,"n.动力,势头"
monarchy,"n.君主制,君主政体"
monk,"n.僧侣,修道士"
monogamy,"n.一夫一妻制"
monopoly,"n.垄断"
monotonous,"adj.单调的,乏味的"
monstrous,"adj.骇人听闻的,可怕的,巨大的"
moral,"adj.道德的"
morale,"n.士气"
moralistic,"adj.说教的"
moratorium,"n.暂停,中止"
morbid,"adj.病态的,不正常的"
mores,"n.道德观念"
moribund,"adj.垂死的"
morose,"adj.忧郁的"
morphological,"ad形态的"
mosaic,"n.马赛克,镶嵌图案"
motley,"adj.混杂的"
mourn,"v.哀悼"
mucus,"n.粘液,鼻涕"
muddle,"n.混乱 v.搞乱,弄糊涂"
multifarious,"adj.多样的,多种的"
munificent,"adj.慷慨的,大方的"
munition,"n.军火,军需品"
mural,"n.壁画"
mutable,"adj.可变的,易变得"
mutual,"adj.相互的,共同的"
myopic,"adj.近视的,目光短浅的"
narrow-minded,"adj.狭隘的,心胸狭隘的"
nascent,"adj.刚出现,新兴的"
natty,"adj.整洁的"
naysayer,"n.否定者,反对者"
nebula,"n.星云"
nebulous,"adj.模糊的"
necessitate,"v.使必需,需要"
needy,"adj.贫穷的,匮乏的"
negate,"v.使无效,抵消,否定,否认"
negligent,"adj.疏忽的,玩忽职守的"
negligible,"adj.微不足道的,不重要的"
negotiate,"v.协商,谈判"
neolithic,"adj.新石器时代的"
neologism,"n.新词"
neophyte,"n.新手,初学者"
nepotism,"n.任人唯亲"
nettle,"v.使恼怒,冒犯"
neuron,"n.神经细胞"
neutralize,"v.使无效"
neutrino,"n.中微子"
nihilism,"n.虚无主义"
nimble,"adj.敏捷的,灵巧的"
nitrogen,"n.氮气"
nocturnal,"adj.夜间的"
noisome,"adj.令人讨厌的,恶臭的"
nomad,"n.游牧民,流浪者"
nomenclature,"n.命名"
nominal,"adj.名义上的,微不足道的"
nonchalant,"adj.漠不关心的"
nondescript,"adj.无特性的,平凡的,不吸引人的"
nonplus,"v.使困惑,使迷惑"
notorious,"adj.众所周知的,臭名昭著的"
novel,"adj.新颖的,革新的"
novice,"n.新手,初学者"
nucleic,"adj.核的"
nugatory,"adj.琐碎的,无价值的"
nullify,"v.使无效,废除"
numerous,"adj.许多的,大量的"
numinous,"adj.神明的,超自然的,神秘的"
nutrient,"n.营养物,营养素"
obedient,"adj.顺从的"
obeisance,"n.尊敬"
obesity,"n.肥胖"
obfuscate,"v.使困惑,使晦涩难懂"
objectionable,"adj.令人反感的,讨厌的"
objective,"adj.客观公正的"
obligatory,"adj.强制性的,义务性的"
oblique,"adj.倾斜的,间接的"
obliterate,"v.摧毁,清除"
oblivious,"adj.未察觉的,未注意的,不知道的"
obloquy,"n.污蔑,指责,谩骂"
obsequious,"adj.谄媚的"
observant,"adj.善于观察的,敏锐的,严格遵守的"
observation,"n.观察,观测"
obsess,"v.使着迷"
obstinate,"adj.固执的"
obstreperous,"adj.不服约束的,不听话的"
obstruct,"v.阻止,妨碍"
obtrude,"v.闯入,打扰"
obtuse,"adj.迟钝的,愚蠢的"
obviate,"v.消除,使不必要"
occasion,"v.引起"
occlude,"v.阻闭,阻碍"
occult,"adj.难以理解的"
odyssey,"n.漫长曲折的行程"
officious,"adj.爱管闲事的"
offish,"adj.冷漠的"
offset,"v.抵消,补偿"
offspring,"n.后代,子孙"
old-fashioned,"adj.过时的"
omnipresent,"adj.无处不在的"
omniscient,"adj.无所不知的"
omnivore,"n.杂食动物"
omnivorous,"adj.杂食的,兴趣广泛的"
onerous,"adj.繁重的,艰巨的"
ooze,"v.渗出,泄露"
opinionated,"adj.固执己见的,顽固的"
opportune,"adj.适当的,合适的"
oppressive,"adj.压迫的,残酷的"
opprobrium,"n.谴责,抨击"
optic,"adj.眼的,视觉的"
opulent,"adj.富裕的,阔绰的"
oratorical,"adj.演说的,雄辩的"
orb,"n.球体"
orbit,"n.轨道"
ordain,"v.授予圣职,命令"
ordeal,"n.磨难,折磨,严酷的考验"
orderly,"adj.整洁有序的"
orientation,"n.导向"
ornament,"n.装饰品"
orthodox,"adj.正统的,传统的"
ossify,"v.使僵化,使一成不变"
ostensible,"adj.表面的,看似真实的,虚假的"
ostracize,"v.排斥,排挤"
outdated,"adj.过时的"
outdo,"v.超越,胜过"
outfit,"n.全套服装"
outlandish,"adj.稀奇古怪的,异乎寻常的"
outmoded,"adj.过时的,废弃的"
outnumber,"v.在数量上超过"
outrageous,"adj.骇人听闻的,粗暴的,无法容忍的"
outright,"adj.完全的,彻底的"
outspoken,"adj.坦率的"
outwit,"v.以机智胜过"
overarching,"adj.主导的,首要的,涵盖所有的"
overbearing,"adj.傲慢的,专横跋扈的"
overblown,"adj.夸张的"
overdue,"adj.逾期的,拖欠的,早该发生的"
overhaul,"v.全面修订,彻底革新 n.全面修订,彻底革新"
overlap,"v.重叠"
overreach,"v.做事过头,自不量力"
oversell,"v.过分吹嘘,过分宣扬"
overthrow,"v.推翻,颠覆"
overture,"n.序曲,前奏"
overturn,"v.推翻,颠覆"
oxygen,"n.氧气,氧"
oyster,"n.牡蛎"
ozone,"n.臭氧"
pagan,"n.异教徒"
painstaking,"adj.勤勉的,极其仔细的"
palatable,"adj.美味的,可接受的"
palliate,"v.减轻,缓解,平息"
palpable,"adj.可感知的,易察觉的,明显的"
paltry,"adj.微不足道的,不重要的"
pancreas,"n.胰腺"
pandemonium,"n.喧闹,嘈杂,混乱"
panegyric,"n.颂词"
panic,"n.恐慌,惊慌失措"
panoply,"n.大批,整套"
paradigm,"n.典范,范例"
paradox,"n.矛盾"
parameter,"n.参数,界限"
paramount,"adj.最重要的,首要的"
parity,"n.平等,同等"
parliament,"n.议会,国会"
parochial,"adj.狭隘的"
parsimonious,"adj.吝啬的"
particularize,"v.具体说明,详述"
partisan,"n.盲目偏袒某人的人,党徒"
pastiche,"n.混成的作品,集成之作,模仿的作品"
pastoral,"adj.田园生活的,乡村的"
patchwork,"n.混杂物"
paternity,"n.父权,父系"
pathogen,"n.病原体"
pathos,"n.同情"
patriot,"n.爱国者"
patron,"n.赞助人,资助人"
paucity,"n.不足,缺乏"
peccadillo,"n.小瑕疵,过失,失误"
peculiar,"adj.独特的,奇怪的"
pedagogue,"n.教师(尤指好为人师者)"
pedant,"n.学究,书呆子"
pedantic,"adj.迂腐的,学究气的"
pedestrian,"adj.平庸的,乏味的"
peer,"n.同辈人,同龄人,相同地位的人"
pejorative,"adj.贬低的,轻蔑的"
penalty,"n.惩罚,刑罚"
pendulum,"n.摇摆不定"
penicillin,"n.青霉素"
peninsula,"n.半岛"
pensive,"adj.沉思的,忧思的"
peptide,"n.肽"
perceptive,"adj.有洞察力的,敏锐的"
percolate,"v.渗透"
perforate,"v.刺穿,穿透"
perforce,"adv.必定,势必"
perfume,"n.香味 v.使香气弥漫"
perilous,"adj.危险的"
perimeter,"n.周长,周边,外围"
periodic,"adj.定期的,周期性的"
